"DGIdb drugs","Associated variants","Cancer","Gene_symbol","Consensus_Score","Driver Level","Onco_gene_OncoVar","Ensembl_ID","Entrez_ID","Gene_biotype","AI-DriverGene","P_value","FDR","OncoVar_Score","CGC","OncoKB","MutPanning","2020Rule","CGCPointMut","CTAT","FASMIC","HCD","MouseMut","Oncogene","TSGene","Therapeutic_target_in_PMID_30971826","PMID_29056346","PMID_29056346_collected_known","TCGA_papers","Intogen","DriverDBv3"
"No_drug","Associated Mutations","PanCancer","GPR98","0","0","N","ENSG00000164199","84059","protein_coding","N","0.555580426935615","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","ADTRP","0","0","N","ENSG00000111863","84830","protein_coding","N","0.327021460273736","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","AEN","0","0","N","ENSG00000181026","64782","protein_coding","N","0.44278202479502","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","AFM","0","0","N","ENSG00000079557","173","protein_coding","N","0.493765734678529","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","AMACR","0","0","N","ENSG00000242110","23600","protein_coding","N","0.218920306856611","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ANGPT4","0","0","N","ENSG00000101280","51378","protein_coding","N","0.345084644745193","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ANGPTL6","0","0","N","ENSG00000130812","83854","protein_coding","N","0.243990052322156","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ANLN","0","0","N","ENSG00000011426","54443","protein_coding","N","0.140060216888763","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ARHGEF19","0","0","N","ENSG00000142632","128272","protein_coding","N","0.417824258254496","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ASB6","0","0","N","ENSG00000148331","140459","protein_coding","N","0.371570205917364","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ASPRV1","0","0","N","ENSG00000244617","151516","protein_coding","N","0.546035689370646","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","ASTE1","0","0","N","ENSG00000034533","28990","protein_coding","N","0.108688554145277","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","AXDND1","0","0","N","ENSG00000162779","126859","protein_coding","N","0.211921887057874","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","B3GNTL1","0","0","N","ENSG00000175711","146712","protein_coding","N","0.350553195200187","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","BMP3","0","0","N","ENSG00000152785","651","protein_coding","N","0.406924465087465","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","BTBD8","0","0","N","ENSG00000189195","284697","protein_coding","N","0.244772265829654","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C10orf71","0","0","N","ENSG00000177354","118461","protein_coding","N","0.543437706397504","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C16orf86","0","0","N","ENSG00000159761","388284","protein_coding","N","0.471061133769385","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","C1orf53","0","0","N","ENSG00000203724","388722","protein_coding","N","0.509143998270025","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C20orf173","0","0","N","ENSG00000125975","140873","protein_coding","N","0.321184436788975","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","C22orf23","0","0","N","ENSG00000128346","84645","protein_coding","N","0.222353783645315","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C4BPA","0","0","N","ENSG00000123838","722","protein_coding","N","0.450364999610928","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C9","0","0","N","ENSG00000113600","735","protein_coding","N","0.136825363651871","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CASP4","0","0","N","ENSG00000196954","837","protein_coding","N","0.26344367797936","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CATSPERD","0","0","N","ENSG00000174898","257062","protein_coding","N","0.455024023105128","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC105","0","0","N","ENSG00000160994","126402","protein_coding","N","0.200082853973784","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC110","0","0","N","ENSG00000168491","256309","protein_coding","N","0.00665696227212858","0.199151142649216","0.500399050164324","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC191","0","0","N","ENSG00000163617","57577","protein-coding","N","0.0604838103489537","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KIAA1407","0","0","N","ENSG00000163617","57577","protein_coding","N","0.586377653636576","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CCDC62","0","0","N","ENSG00000130783","84660","protein_coding","N","0.164453069026992","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCL16","0","0","N","ENSG00000161573","6360","protein_coding","N","0.301623275021285","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CCL22","0","0","N","ENSG00000102962","6367","protein_coding","N","0.507230304933927","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CD1C","0","0","N","ENSG00000158481","911","protein_coding","N","0.0638349444349234","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CD200R1","0","0","N","ENSG00000163606","131450","protein_coding","N","0.371389123940798","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CD226","0","0","N","ENSG00000150637","10666","protein_coding","N","0.189656888418231","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CDC42BPG","0","0","N","ENSG00000171219","55561","protein_coding","N","0.526373229010458","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CDCA2","0","0","N","ENSG00000184661","157313","protein_coding","N","0.290394900011412","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CDH16","0","0","N","ENSG00000166589","1014","protein_coding","N","0.366918475564318","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CDHR3","0","0","N","ENSG00000128536","222256","protein_coding","N","0.596573590279973","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CENPJ","0","0","N","ENSG00000151849","55835","protein_coding","N","0.172307900731686","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CEP126","0","0","N","ENSG00000110318","57562","protein-coding","N","0.277998738255911","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CEP164","0","0","N","ENSG00000110274","22897","protein_coding","N","0.159349390012355","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CEP350","0","0","N","ENSG00000135837","9857","protein_coding","N","0.0112690483224144","0.295776306868513","0.48135668283993","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CFAP46","0","0","N","ENSG00000171811","54777","protein-coding","N","0.375543772989086","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CFAP97","0","0","N","ENSG00000164323","57587","protein-coding","N","0.579480857513383","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","KIAA1430","0","0","N","ENSG00000164323","57587","protein_coding","N","0.581450037895207","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CHKB","0","0","N","ENSG00000100288","1120","protein_coding","N","0.407795212635305","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CLDN12","0","0","N","ENSG00000157224","9069","protein_coding","N","0.164081403184439","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CLDN16","0","0","N","ENSG00000113946","10686","protein_coding","N","0.322993595505259","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CLMN","0","0","N","ENSG00000165959","79789","protein_coding","N","0.25004100705802","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CMYA5","0","0","N","ENSG00000164309","202333","protein_coding","N","0.596530189311928","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","COL6A3","0","0","N","ENSG00000163359","1293","protein_coding","N","0.596573368987799","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","COL6A6","0","0","N","ENSG00000206384","131873","protein_coding","N","0.596358631921201","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CRISP3","0","0","N","ENSG00000096006","10321","protein_coding","N","0.348301781656454","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CRYBG3","0","0","N","ENSG00000080200","131544","protein_coding","N","0.0681276644497135","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CST9","0","0","N","ENSG00000173335","128822","protein_coding","N","0.460944163754191","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CT83","0","0","N","ENSG00000269010","203413","protein_coding","N","0.503046331204823","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CYLC2","0","0","N","ENSG00000155833","1539","protein_coding","N","0.0372171115767791","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DACT2","0","0","N","ENSG00000164488","168002","protein_coding","N","0.47783365494416","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DCDC2B","0","0","N","ENSG00000222046","149069","protein_coding","N","0.55074742801638","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","DDIAS","0","0","N","ENSG00000165490","220042","protein-coding","N","0.516368403316971","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DGKH","0","0","N","ENSG00000102780","160851","protein_coding","N","0.463525517954094","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DGKZ","0","0","N","ENSG00000149091","8525","protein_coding","N","0.151538226667351","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DISP1","0","0","N","ENSG00000154309","84976","protein_coding","N","0.552232222638648","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DNAH9","0","0","N","ENSG00000007174","1770","protein_coding","N","0.596573590279973","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DOCK6","0","0","N","ENSG00000130158","57572","protein_coding","N","0.498597552014251","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DOK7","0","0","N","ENSG00000175920","285489","protein_coding","N","0.205628639670446","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DSC1","0","0","N","ENSG00000134765","1823","protein_coding","N","0.51345079799124","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DSN1","0","0","N","ENSG00000149636","79980","protein_coding","N","0.0377851851276255","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DTX3L","0","0","N","ENSG00000163840","151636","protein_coding","N","0.304741703794414","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DYRK1B","0","0","N","ENSG00000105204","9149","protein_coding","N","0.226640980775966","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DYTN","0","0","N","ENSG00000232125","391475","protein_coding","N","0.596528533600645","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","EBI3","0","0","N","ENSG00000105246","10148","protein_coding","N","0.449737186979678","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","EFCAB13","0","0","N","ENSG00000178852","124989","protein_coding","N","0.167210146384007","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","EFHB","0","0","N","ENSG00000163576","151651","protein_coding","N","0.217226604332143","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ENAM","0","0","N","ENSG00000132464","10117","protein_coding","N","0.500184344966272","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ENPP7","0","0","N","ENSG00000182156","339221","protein_coding","N","0.54768302936345","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","EPB41L4A","0","0","N","ENSG00000129595","64097","protein_coding","N","0.247570043596637","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","EPS15L1","0","0","N","ENSG00000127527","58513","protein_coding","N","0.339316440068131","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ERICH3","0","0","N","ENSG00000178965","127254","protein-coding","N","0.59657359024904","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","EXPH5","0","0","N","ENSG00000110723","23086","protein_coding","N","0.517493318111178","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAM217A","0","0","N","ENSG00000145975","222826","protein_coding","N","0.364764884919955","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAM228A","0","0","N","ENSG00000186453","653140","protein_coding","N","0.399376011950524","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","FAM47A","0","0","N","ENSG00000185448","158724","protein_coding","N","0.596573589759179","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FANCM","0","0","N","ENSG00000187790","57697","protein_coding","N","0.0171141673089893","0.39622595969338","0.467305511117567","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FARP2","0","0","N","ENSG00000006607","9855","protein_coding","N","0.283139139267504","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FASTKD5","0","0","N","ENSG00000215251","60493","protein_coding","N","0.447320305828046","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FBF1","0","0","N","ENSG00000188878","85302","protein_coding","N","0.490072851434177","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FCRL5","0","0","N","ENSG00000143297","83416","protein_coding","N","0.522330797863474","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FN3KRP","0","0","N","ENSG00000141560","79672","protein_coding","N","0.307105822271607","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","FOXI2","0","0","N","ENSG00000186766","399823","protein_coding","N","0.540416929610293","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FREM3","0","0","N","ENSG00000183090","166752","protein_coding","N","0.467307165407216","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","GEN1","0","0","N","ENSG00000178295","348654","protein_coding","N","0.0400707226753968","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","GPR141","0","0","N","ENSG00000187037","353345","protein_coding","N","0.264266318277096","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","GZMM","0","0","N","ENSG00000197540","3004","protein_coding","N","0.470788317882486","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HAUS3","0","0","N","ENSG00000214367","79441","protein_coding","N","0.0033222782078506","0.113446356194497","0.5274785265177","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HERC6","0","0","N","ENSG00000138642","55008","protein_coding","N","0.20520422858906","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HMGXB3","0","0","N","ENSG00000113716","22993","protein_coding","N","0.501016107333233","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HOXD3","0","0","N","ENSG00000128652","3232","protein_coding","N","0.401486861813461","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HPR","0","0","N","ENSG00000261701","3250","protein_coding","N","0.419423512238348","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IFT140","0","0","N","ENSG00000187535","9742","protein_coding","N","0.365443835529077","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IGFBP1","0","0","N","ENSG00000146678","3484","protein_coding","N","0.216954076490511","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IL12RB1","0","0","N","ENSG00000096996","3594","protein_coding","N","0.362431921113986","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IL15RA","0","0","N","ENSG00000134470","3601","protein_coding","N","0.307318281858327","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IPCEF1","0","0","N","ENSG00000074706","26034","protein_coding","N","0.524334287228541","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KANK2","0","0","N","ENSG00000197256","25959","protein_coding","N","0.310196364451875","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KDM4B","0","0","N","ENSG00000127663","23030","protein_coding","N","0.513426834760966","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KIF26A","0","0","N","ENSG00000066735","26153","protein_coding","N","0.467578738092664","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KLK5","0","0","N","ENSG00000167754","25818","protein_coding","N","0.203237368589375","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KRBA1","0","0","N","ENSG00000133619","84626","protein_coding","N","0.519427028912364","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KRI1","0","0","N","ENSG00000129347","65095","protein_coding","N","0.484587263417381","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KRT20","0","0","N","ENSG00000171431","54474","protein_coding","N","0.540252771868021","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KRT75","0","0","N","ENSG00000170454","9119","protein_coding","N","0.539181970731708","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LEKR1","0","0","N","ENSG00000197980","389170","protein_coding","N","0.406938912601464","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C1orf177","0","0","N","ENSG00000162398","163747","protein_coding","N","0.596573590279973","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","LEXM","0","0","N","ENSG00000162398","163747","protein-coding","N","0.463174427289836","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LIPC","0","0","N","ENSG00000166035","3990","protein_coding","N","0.353290342480418","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LIPH","0","0","N","ENSG00000163898","200879","protein_coding","N","0.524759318056819","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LMAN1L","0","0","N","ENSG00000140506","79748","protein_coding","N","0.495997710592756","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRCH2","0","0","N","ENSG00000268417","57631","protein_coding","N","0.00423294490967546","0.137201166754878","0.518337748075511","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRCH3","0","0","N","ENSG00000186001","84859","protein_coding","N","0.00891729959016386","0.251850683210283","0.489093784689062","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRIT1","0","0","N","ENSG00000148602","26103","protein_coding","N","0.43120054535522","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRRFIP1","0","0","N","ENSG00000124831","9208","protein_coding","N","0.218269374669807","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
