Saguinus_oedipus	0
Saguinus_geoffroyi	0
Trachypithecus_francoisi	0
Trachypithecus_obscurus	0
Gorilla_gorilla	0
Saguinus_imperator	1
Saguinus_mystax	1
Trachypithecus_auratus	1
Trachypithecus_cristatus	1
Pongo_abelii	1
