Colobus_guereza	0
Trachypithecus_obscurus	0
Trachypithecus_francoisi	0
Gorilla_gorilla	0
Trachypithecus_auratus	1
Nasalis_larvatus	1
Trachypithecus_cristatus	1
Pongo_abelii	1
